Id,EssaySet,Score1,Score2,EssayText
13989,6,0,0,cillia- these are short hair like projections that cover the outside of the cell.cell membrain- a barier that lets protiens and food in and out of the cells baodycell wall- also a baier but on plants it helps take in light and releses excces water.
13990,6,0,0,"Three processes used by cells to control the movement of substances across the cell membrane are being selectively or semi-permeable, osmosis, and diffusion."
13991,6,0,0,"Active Transport, inactive transport and escort transport"
13992,6,0,0,carries protien
13993,6,0,0,homeostasis
13995,6,0,0,They can carry nutrients across.
13998,6,0,0,The cells movement is controlled by the cell membrane. It controls what comes into the cell and what leaves the cell. Although the nucleus controls the cell and tells it to move the membrane does most of the work.
13999,6,0,0,Cells use diffusion to transfer water across the membrane. They also use protien holes to move the larger substances. Some things that they move across simply pass through the membrane
14000,6,0,0,1. the cell can control the membrane cause its part of the cell2. the cell can control the membrane like we can do same to ours3.the cell sends a it threw littel tiny cells to the membrane
14001,6,3,3,"1.     -Osmosis is how water gets diffused thru the membrane. 2.     -Active Transport is where an enzyme opens the cell membrane for an object to come in, and extra energy is needed to assist the object into the cell.3.     -Passive Transport is where an enzyme opens the cell, but the object doesn't need the extra energy to come in."
14002,6,0,0,the cytoplasm which caries it on the substance.
14003,6,0,0,The ER is used to direct things leaving the nucleus or help things move through out the cell.The Golgi apperatus directs vacules around the cell.
14004,6,2,2,"Cells use diffusion to move substances from an area of high concentration to an area of low concentration until it reaches equilibrium.  Cells also use osmosis, which is diffusion but with water."
14006,6,1,1,Three processes used by cells to control the movement of substances across the cell membrane are Diffusion; paricles moving from high to low consentration. Osmises;
14009,6,0,0,one is the edoplamick reticulum. and two is the cell mimbraint.
14010,6,0,0,1. Golgi apperatus2. Lysosomes3. Endure Rectal
14011,6,0,0,1. The nucleous tells the mitocontria to send a signal to the cell membrane.2. The cell membrane gets the message and tells the cytoplasm to start to push things around.3. After that everything gets moved into place.
14012,6,0,0,"Enzymes, Catalist, Eukaryotes"
14014,6,3,3,"One of the ways cells can move substances across the cell membrane is by diffusion. Diffusion moves substances from an area of high concentration, to an area of low concentration. Another way cells move substances across the cell membrane is by osmosis. Osmosis moves water down the cell membrane. The last way cells move substances across the cell membrane is by the sodium-potassium pump. The sodium-potassium pump takes sodium ions out of the membrane and puts potassium ions into the membrane."
14015,6,0,0,Use of the membrane of the cell helps create movement.
14017,6,0,0,"Diffusion, Osmosis, Endocytosis"
14020,6,0,0,"One is by moving the cell away from harmful areas. Another is moving the harmful stuff from the cell and bringing in the good stuff. Lastly the cell can move its self to places where it can get more food or water, etc."
14021,6,0,0,One would be going in the vacule and being use for energy.Two would be useing the mRNA to leave the cell.Thrid would be being used for food for the cell.
14022,6,0,0,the cell slide through the membrane then the cell breaks into piecsand the cell eats
14023,6,2,2,Active transport is where the cell uses energy to move the substances.Passive Transport is where the cell does not use energy to move the substances.Diffusion is where cells release energy
14024,6,0,0,"1: They move with the flagellum,so they can move throughout the cells.2: By ribosomes, so they can send energy through out the cell.3: Or by sending messages to one another"
14027,6,0,0,Nerve cells tell the membrane where it is and the membrane uses that imformation to move it.
14028,6,0,0,Diffusion- the process of using water to move across the membrane.Meiosis- the changing of a cell to move or take up space.
14029,6,0,0,The golgi aperatis acts as the bodies UPS man to transport material.Flagela is used by certain organisms to move.
14030,6,0,0,One process used by cells to control the movement of substances is when the membrane has different ways of letting different molecules enter.
14031,6,0,0,1. Golgie Apratus2. Lysomoes3. Endoplasmic Recticulum
14032,6,0,0,The ribsomes carry it throughout the cell.The mitocandria carries it to the nucleus.The clear liquid stuff carries it through the cell as well.
14033,6,0,0,One process that is used by cells to control the movement of different substances across the cell membrane is the fllagellum. the flagellum protects and moves the cell.
14034,6,0,0,"Three processes that cells use to control the movement of substances across the cell membrane is protein synthesis, transfusion, and moving waste out."
14036,6,0,0,They don't let anything enter the cell membrane.
14037,6,0,0,"Three of the processes used in the cell membrane is, diffusion, transfusion, and the letting in of substances into the cell."
14039,6,0,0,they use their membrane to filter things in and out of the cell then proteins take watever it is to be used
14040,6,0,0,cell wall which controls what goes in and out of the cell.nucleas is the brain of the cell/centermitochondria is the power house helps keep things moving
14043,6,0,0,Nuclear envelope- it is used to take waste out of the cell.Lysosomes
14044,6,0,0,"They can control them, they can redirect them, and they can get rid of them."
14046,6,0,0,1. Mitosis2. Meosis3.Protein Synthesis
14047,6,0,0,OVER TIME THE CELLS CHANGE AN TAKE DIFFERENT FORMS
14048,6,0,0,"mosmis, diffisen, miosis"
14049,6,0,0,"Cell diffusion, cell respiration, and cell exertion."
14050,6,0,0,The first way cells control the movement of substance is by waste removal wich will allow the substance to leave the body.  The second way is by mRNA which allows the cell to grab hold of it and release it to the waste. The third way is by letting it be filtered while it goes through the body.
14051,6,0,0,"1.)Diffusion is something moving arcoss the surface of the cell membrane and then entering the cell, it requires little energy.2.)Theres also spots were things can get through the cell, but it requires more energy then diffusion.3.)And the cell can just allow something in side it."
14052,6,0,0,1.)  It use's the energy from the membrane                                 2.) It use's the light from the membrane3.) It use's the food from the membrane to makeit there and sometimes back to the spot it came from. It only makes the trip maybe three times.
14053,6,0,0,"They use the a chemical proccess of enzymes, the membrain also, and through channels in the membrain."
14054,6,0,0,"Three processes that cells use to control movement across the cell membrane are proteins, phospholipids, and vesicles. The substances hook on to the protein and are transfered into the cell. With phospholipids, the substance is absorbed and goes through the membrane into the cell. Vesicles form around the substance and carry it into the cell."
14055,6,0,0,The cell wall blocks and keeps substances from crossing into the membrane
14056,6,1,0,Osmosis-the act of transporting water through a selectively permeable membrane.  Active transport-the forced movement of a nutrient or mineral through the cell by pores on the cell membrane.
14057,6,0,0,"Cells use ribosomes, mitochondria, and lysosomes to move substances across the cell. Ribosomes carry out protiens. Mitchondria are the powerhouse and provide energy. Lysosomes, which come from the Golgi apparatus, carry out sugars."
14058,6,1,1,Diffusion- The cell transports the material across the cell membrane so the concentration is equal on both sides.Osmosis- The transportation of water across the cell membrane.
14059,6,0,0,Cell Resperation
14060,6,0,0,"The cell uses three processes. These three processes are pushing, where the cell pushes the substance crossing the membrane. The second process that a cell uses is carrying the substance across the membrane, and the third one is steering, where the cell steers the substance in order for it not to crash."
14061,6,0,0,movement- helps the membrane move. resirpation- helpts it eat and drink.walk- help it move also.
14062,6,2,3,"Some cells use diffusion, in which matter moves from an aea of higher concentraion to  an area of lower concentration. Cells also use osmosis, where water moves froman area of lower concentration to an rea of high concentration. Thirdly, the use active transport in which the cell uses it's own energy to move nurients through its membrane."
14063,6,0,0,cytoplasm-jello like solution that is there for them cell to swim through.flagella-has a tail that helps move them throughout the membrane.cilia-moves cell.
14064,6,0,0,"Meosis, is one way that cells move substances. Mitosis is another way that cells move substances. The last way that a cell moves substances is telephase."
14065,6,0,0,"it can be moved by mrna,trna,and cells"
14066,6,0,0,"MITOSIS , PROPHASE,AND METAPHASE"
14068,6,0,0,electric currents through the spinal cord going directly to the brain.
14069,6,2,2,"Cells use osmosis, active transport, and facilitated transport to control the movement of substances across the cell membrane. Osmosis occurs when water and other materials move from an area of high concentration to an area of low concentration. Active transport occurs when materials are brought into and out of the cell using the cell's energy. Facilitated transport occurs when materials are brought into and out of the cell using a mixture of energy from the cell and energy from the products."
14070,6,0,0,the cell wallgolgi
14071,6,0,0,to keep you aliveto fight off of infectionsto close up a cut in your skin so you dont bleed to death
14072,6,0,0,"diffusion, osmosis, and"
14073,6,0,0,"enrgy,cells and"
14074,6,0,0,The cell could not move very fast. The cell could not be able to move at all.The cell could move across the cell membrane.
14075,6,1,1,"Three processes used by cells to control movement across the cell membrane are, first, osmosis in which water moves in and out of the cell through the membrane. Second,"
14076,6,0,0,ProtiensGolgie apparatusEnzymes
14077,6,0,0,1-nucleus  2-cell wall 3-the microondran
14081,6,0,0,Diffusion of a substance with in a cell.
14082,6,0,0,Passive TransportActive TransoprtDiffusion
14083,6,0,0,MOVE
14085,6,0,0,Diffusion is the movement of water over cells. Meiosis is the process in which a substance moves over cell membrane for a short period of time. Mitosis is the process in which water or another substance is moved over a membrane for a long period of  time.
14086,6,0,0,The cell membrane only lets certain things across  the membrane. Osmosis has a permeable layer that allows only certain things across the membrane.The golgi apparatus packages and moves substances across the cell.
14088,6,0,0,Felgella.
14090,6,0,0,To get food the nucleas. To get shape is the cell wall. Also to reproduce they die off.
14091,6,1,1,"Osmosis allows water in to the cell membrane, Reverse osmosis brings water out, and..."
14092,6,1,1,The cell membrane is on example of an organelle that controls the movement of substances by having a permeable membrane which decides whether something can enter or leave the cell.Also diffusion is when something is transferred in this case in the cell. The cell uses diffusion to gain things that are necessary for the cell to live. Also the last is osmosis which is diffusion in water. This helps water enter and leave the cell helping th ecell to regulate their processes.
14093,6,0,0,"Diffusion, osmosis, transfusion"
14094,6,0,0,"One way is the golgi apparatus, another is mitochondria, and the third is mRNA."
14096,6,1,1,"The Ion Channel is one of the three, it allows ions to pass through the cell membrane.The Sodium-Potaseum pump is the second of the three."
14097,6,0,0,they are passed through various organelles.
14098,6,0,0,DNA translated to RNA translated to protiens.
14099,6,0,0,"cell use of the process called photosynthesis. a process which the cell gets its food from.cells also use the process with the help of mitochondria, so they recieve energy."
14100,6,0,0,they help them movethe are a celll in a membraneand they control the movement of substances.
14101,6,0,0,diffussion is random movement across a cell membrane.
14102,6,0,0,"First The organism takes in the food, Then it breaks it down, Finall decomposure takes place."
14104,6,1,1,First the cell can move water across the cell by using osmosis.  The cell can also use a process caled respiration which is when the cell moves oxygen across it. And the third is waste removal.
14105,6,0,0,One cell controls the movement.one cell controls figella.One cell the celius moves the cell.
14106,6,0,0,the cell wall only lets in the good things.the cell membrane helps the other parts of the cell.dna  also go though the cell membrane to get checked out for rna.
14107,6,2,2,"Three processes used by celss to control the movement of substances across the cell membrane are osmosis, passive, and assertive. These help to move different things across a cell. Osmosis moves only water across a cell membrane. Passive uses no energy to move proteins across a cell membrane. Assertive uses energy to move proteins acorss a cell membrane."
14108,6,0,0,1. they start from one part of the body and move too the given area they need2. mRNA3. tRNA
14109,6,0,0,"One way to control the movement of substances across the cell membrane is prophase, menaphese, and telephase."
14110,6,2,2,osmosis the movement of waterDiffusion the movements of particles from high to lowactive transport is when the cell uses energy to open and close and allow certain particles in and out
14111,6,0,0,active transport- movement of proteins
14113,6,0,0,"When molecules are added to a cell, they grow wider. This process is called hypotonic. When molecules leave the cell, this is called hypertonic. And when molecules pass through a barrier in the cell, this is called osmosis."
14114,6,0,0,some process' can be used to move the substances across the cell membrane. one is the funtion of the cell two is the cells cytoplasm and three can be used for the making of the cell that makes the cell come alive and make everything happen
14115,6,0,0,One of the three proccesses is when the cells travel through the blood flow.
14116,6,0,0,"One process is the use of the flagellum. It is used like a whip to move things from one place to the other. Another process is the cell puts a protien in a bubble like structure to move it through the cytoplasm. Also, a cell uses a protien to move things around."
14117,6,2,2,Difusion movement of particles across a membrane.Osmosis movement of water across a membrane.Fucilited diffusion movement of large particles across a membrane with help from proteins.
14118,6,0,0,InterphaseProphaseTelophase
14120,6,0,0,"To control the movement of substances across the cell membrane flagellum, cilium, and carrier proteins are used. Flagellum are long, whip-like structures used for movement. Cilium are short, hair-like structures. Carrier proteins are also often used."
14121,6,0,0,Flagellas is a tail that allows the cell to 'swim' around. Slime allows cells to move around. And little tenticles on outside of cell to help swim around.
14122,6,0,0,The membrane just let the thing that has to go out out and the stuff that has to get in get in.
14123,6,0,0,reconizing the celllets out emzymes to attack
14124,6,0,0,The cell membrain is used to let things in and out of the cell. the nucleus is the brain of the cell and controlls where it goes. The genes inside of the cell can tell where each cell go.
14125,6,2,2,"Diffusion, movement from high to low concentration.  Facilitated Diffusion, energy and protein is moved from low to high concentration.  Osmosis, is the movement of water through the cell membrane."
14126,6,0,0,Umm...convection currents. And
14127,6,0,0,"RIBOSOMES, CHLORAPLAST, CELL WALL."
14128,6,0,0,they can put stuff in the flow of the blood streem for easier movment.they can fight off bad substances to make the movment more smooth.they can use some substances to make scabs if nessecary.
14129,6,0,0,"The cells have channels, the cell wall controls what can come in and what can go out. The channels take the subtances to different parts of the cell."
14130,6,0,0,1.) They confront it to see if its a bad substance or a good one.2.) If its bad they willl destroy it.3.)If its a good substance it will adapt to it.
14132,6,0,0,deffisonosmosis
14133,6,0,0,bloodnervescell tissue
14134,6,0,0,"The three process of DNA are mRNA, tRNA, and gRNA."
14135,6,0,0,MITOCHONDRINE FLAGELLA
14139,6,0,0,"Cells use passive transport through methods of diffusiion and osmosis, and also have the abilirty to use active transport with functions such as exo/endocytosis and sodium potassium pumps."
14141,6,0,0,"There are many processes that control the movement of substances across the cell membrane, but three of the processes are, the movement through the cell's selectively permeable membrane, the movement of waste products by the lysosmes, and the excretion of protiens for the use of the rest of the body."
14142,6,0,0,The cell membrane is used to protect the cell. The cell wall is used to block any harmful things out.
14143,6,2,2,One process cells use to control the movement of substances across the area is osmosis.  Osmosis is when a substance passes through water to move from a higher concentration gradient to a lower concentration gradient.  A second process used to help control the movement is diffusion.  Diffusion is the movement from a higher concentration gradient to a lower concentration gradient.  A third process to help control movement is facilitated diffusion where particles are used to help the movement from the high to low concentration gradients.
14144,6,0,0,"The processes are active transport, diffusion, and passive transport."
14146,6,0,0,1. mitosis2. meiosis3. reproduction
14147,6,1,1,"One process is osmosis, which helps moves water in and out of the cell. Another process would be going through the protein channels, this moves things in and out of the cell. A third process would be isomosis."
14148,6,2,2,"One process used by cells to control the movement of substances across the cell membrane is osmosis. Cells use osmosis to either gain or get rid of water by passing it across the cell membrane.      Another process used by cells is cellular diffusion. This is like osmosis, it is the process of substances moving from an area of high concentration, to an area of low concentration."
14149,6,1,1,Cells use the process called diffusion.  Diffusion is used to move the substances across the cell.Osmosis is used to move water across the cell. Translation occurs to move substances.  Transciption also moves the substances across the cell membrane.
14150,6,0,0,The cell membrane controls what goes in and what goes out of the cell. Sometimes there are spaces in the membrane allowing tiny things to get through it.
14151,6,0,0,Every cell from a cell.
14152,6,0,0,The cell membrane can only let certain things in and out of the cells
14153,6,0,0,1.REPRODUCTION2.MOVEMENT3.ENERGY
14154,6,0,0,The first process is miosis.The second is
14155,6,0,0,it pushes unwanted waste out
14157,6,1,1,the selective permeibility of the cell lets some things in and out but not others
14158,6,0,0,cells can move by tRNA
14159,6,0,0,MIOSIS-
14160,6,0,0,"SOME HAD TAILS THAT THEY USED TO MOVE.  THEY WERE ALIVE, SO THEY COULD MOVE.  THEY COMBINED WITH EACHOTHER TA MAKE A BIGGER CELL."
14162,6,0,0,Flagellum- a tail like structure used to 'swim' around.Cilia- hair-like structures that whip around providing movement.Another one is where the organism extends out sections of it's cell membrane and fills it with cytoplasm while the opposite end goes away and it moves by a crawling type movement.
14163,6,3,3,"Cells use many types of transport to move substances across the cell membrane. Active Transport is a process used where the cell uses energy and transport proteins to move substances in and out of the cell. Osmosis diffuses water molecules into the cell across the cell membrane. And finally, passive transport requires no energy and moves with the concentration gradient to move substances across the cell membrane via transport proteins."
14164,6,0,0,ANAPHASETELOPHASEMETOPHASE
14165,6,0,0,1.nucleus2.michrocondria3.
14166,6,0,0,The nucleus is the one that tells the other cell parts what to do. So it gives the order then the ribosomes transport the substance out of the nucleus.
14167,6,0,0,The cell uses the nucleus to move. The cell uses the mitochondria to move substances. The cell uses the reticulums to move substances also.
14168,6,0,0,-Diffusion.     -Osmosis.
14170,6,0,0,they control regulation by having little holes that let substances through substance that are to big are not aloud through
14171,6,2,2,Osmosis= the movement of water through a cellDiffusion= the movement of molecules through the cellPassive Transport= the movement of particles through a body without using energy
14172,6,0,0,They control the movement of substances across the cell membrane by
14173,6,0,0,the cells control the movement of substances across the cell membrane because they control the blodd flow.
14176,6,0,0,"prophase, anaphase and telophase"
14177,6,0,0,The cell uses the flagellum to move easier the move easier throught the cell. The cell also uses it cell wall in order to keep the substances in the cell. The third process the cell uses is its nucleus to control the cell.
14178,6,1,3,1. Active transport is a process that requires energy because it moves substances against their concentration gradient.2. Simple diffusion is a type of passive transport that moves substances down their concentration gradient. This process requires no energy.3. Facilitated diffusion is a type of passive transport that uses protein to move substances across the cell membrane. No energy is required for this process.
14179,6,0,0,1. Mitochondrion2. Cytoplasm3. Nucleus
14180,6,2,2,One process used by cells to contol movement is osmosis. Osmosis is the controlled amount of water that goes through the membrane of the cell. Another process is diffusion. Diffusion is the process by which substances move accross the membrane. This monitors the substances that go through the semi-permeable membrane. Only some substances can leave and only some may enter. The third process is the permeability of the cell. The cell is semi-permeable so it will only let in some of the substances that try to enter the cell.
14182,6,0,0,difusion. facillitated difusion. osmosis.
14184,6,0,0,"ingulf or eating food, absorbtion asorbing, waste removal"
14185,6,0,0,"There are a few processes used by cells to control the movement of the substances across the cell. Three examples include homeostasis, diffusion, and meiosis."
14186,6,0,0,"The cells membrane only allows certain objects to enter the cell.They also use the nuclei to help kind of filter what goes across and into the cell. The other things they use is a cell wall, of course only in plant cells."
14187,6,0,0,"Cells use many things to move things. Defusion is one way, another would osmoses, and i do not know a third. so yes."
14188,6,0,0,Useing organelles.
14189,6,0,0,"1. They are connected to the membrane so that they can controll movement.2. they are feeding the membrane, giving it nutrients and such to make it work better.3.there is a thick gell that allows only the movement of substances pass through."
14191,6,0,0,They use the cell membrane to transport certain types of things into and outside the cell. They can use the cytoplasm inside to halp also move things. They use proteins to transport thing around the cell.
14192,6,0,0,"1. Osmosis, the equilzation of water in and outside the cell.2. Organelles, which prevent unessesary functions.3. The Nucleus, the 'brain' of the cell."
14193,6,0,0,The cells carry subtances along the membrane to other places in the body. They also use their platelets to stop things.
14195,6,0,0,"Three processes used by cells to control the movement of substances across the cell membrane are mRNA, enzymes, and lipids. All three of the processes help control movement. MRNA also helps transfer DNA across the membrane to amino acids in protein."
14196,6,0,0,Selective permabilitymitosis
14197,6,0,0,anaphase prophase interphase
14199,6,1,1,Diffusion is when a liquid is transferred across a membrane.Phagocytosis is when an object is enveloped by the membrane.
14200,6,0,0,Golgi Bodies for packaging waste products. Lysosomes used to eat away at the wastes. ER used to move ribosomes.
14201,6,0,0,Blood clots that way the blood wont get out of control.
14203,6,1,1,1)protein channells only allow certain things through.     2)the cell membrane only aloows in small things.     3)active transport
14204,6,0,0,1. the cells only let certain cells in 2. they use little holes in the outer layer to let substances in.3. they fight off any bacteria or anything they dont want on the cells membrane
14205,6,0,0,OsmosisExocytosisDiffusion
14206,6,0,0,Photosynethsis helps a plant survive.Cell splilting to make two cells.Breathing.
14207,6,0,0,"The cell membrane moves substances near the nucleaus. As new cells form, the membrane starts to multiply as the cells do."
14209,6,0,0,1the flagellum2.
14210,6,0,0,1.Sliava2.Sweat3.waste
14211,6,0,0,"ossmosis, nuclues,photosinthisis"
14212,6,0,0,1. Active transport- help ot go from cell to cell and get it's protein2. Inactive transport-does not help it get it's protein adn reproduce3.Diffusion-uses energy to help the plants/cells grow.
14213,6,0,0,They transfer the DNA. They store proteins. And collect enzymes. They do all of that so that the cell can function.
14214,6,0,0,"Three processes used by cells to control the movement of substances across the cell membrane are flagenal, bristles, and rebosomes."
14215,6,0,0,The proteins control what gets in and out of the cell membrane.If something is too big to get through the membrane it can stretch to make room. Polar heads face out inside and outside of the cell membrane because there is water on both sides. Non-polar tails are smooshed in between the polar heads so they don't touch water.
14216,6,0,0,"three processes used by the calls to control the movement of substances across the cell membrane are cellular resparation, photosynthesis, and cell division."
14217,6,0,0,one process used by cells to control movement of substances across the cell membrans is the cell wall. another processes but wich cells use to control the substances that cross the cell membranes are the phospholipids that line that cell wall these help keep unwanted thing out as well. lastly one last process used by cells to control the movment of substances across the cell membrans are membranes thar act as little doors that open and close to let thing inside.
14218,6,0,0,Active TransportFacilated Diffusion   Simple Diffusion
14219,6,2,2,"Osmosis is the movement of water across the cell membrane. Diffusion is another type of movement process used by the cell. Neither of these require energy for the cell to use. Active transport, on the other hand, is a process of movement which does require energy."
14220,6,0,0,The purpose of the membrane is to help pass over the stuff your  body takes in or needs. It separates the good stuff and the bad.
14221,6,0,0,they devide into 2 and multply
14223,6,0,0,"Nucleus, Nucleolis, Golgi Apparatus"
14224,6,2,2,"1. Cells can use Passive Transports, which is where there is no energy used.2. Cells can use Active Transports, which is where there is energy used."
14225,6,0,0,1. The cell cycle
14226,6,0,0,They have flagella to help them move the substances across the cell membrane. The cell membrane also chooses if the bacteria or substance can enter. Then the cell uses active transport.
14227,6,0,0,The cells send a message to the brain when something is going wrong like if you touch a hot stove the cells send a message saying hey this is hot and your hand then knows to move away.
14229,6,0,0,transfusion
14232,6,0,0,"The three processes used by cells to control the movement of substances across the cell membrane are, active, transive transport."
14233,6,0,0,the cells absorb it and carry it to where it has to go. the cell pushes it. the cell flows with it to make it go where it has to go
14235,6,0,0,They've got the cell wall so not everything can come in or out.
14236,6,3,3,"Three processes used by cells to move substances across the membrane are Osmosis, Diffusion, and Active Transport. Active transport uses energy to move substances from a low concentration to a high concentration. Diffusion carries substances from a high concentration to a low concentration. Also Osmosis takes water only and moves it from a high concentration to a low concentration."
14237,6,1,1,Osmosis moves water through the cell membrane.
14238,6,0,0,Controlling movement
14239,6,0,0,"The three processes used are TRNA, DNA, and flagellum to control the movement of substances through the cell membrane."
14240,6,0,0,Cells use
14242,6,0,0,1. the cells allows what goes into the membrane.2. the cells allow what goes out of the membrane.3. it controls how the membrane allows the cell to reproduce.
14243,6,0,0,Well they can move they reproduce and they have some crazy thing called a cell wall.
14244,6,0,0,"Osmosis, is the passing of things across a membrane. Meiosis, and Mitosis."
14246,6,0,0,cells use the flagella..
14247,6,0,0,cell wall- it prevents things from coming in and going out.
14248,6,0,0,"Ribosomes, Mitochondria, and the nucleus"
14249,6,0,0,They have the same cells so they can move from place to place.
14251,6,0,0,The cytoplasm moves the ribosome around in the cell. The endoplasmic reticulum moves the ribosomes into the nucleus. The golgi apparatus removes the unwanted substances out of the cell.
14252,6,0,0,protiens entering cell to helpviruses disguising as proteins and entering cellNucleus sending mRNA to get things it needs from outside the cell
14253,6,0,0,MITCHONDRIA-DOUBLE THE CELLCELL WALL - CONTROL WHAT COME IN AND OUT
14254,6,1,1,osmosis - the diffusion of water through celldiffusion - allowing materials through the membrane
14255,6,0,0,transport of substances across the cell membrane diffusionwhich is the process of moving matter and materials from one end to the other.
14256,6,0,0,"Translation, obsorbs food. Endocytosis, when food enters. Exocylosis, when waste exits."
14257,6,1,1,"Three processes used by cells to control the movement of substances across the cell membrane are the sodium potassium pump, endocytosis, and exocytosis.      The sodium potssium pump pumps sodium ions out and potassium ions in. It is a form of active transport,     Endocytosis moves large materials into the cell by the use of a vesicle; it is a form of active transport.     And exocytosis moves large materials out of a cell by the use of a vesicle; it is also a form of active transport."
14258,6,0,0,The nucleus holds all the DNA and controls the cells functions. The proteins help control what passes through the cell membrane. The cell membrane also determines what comes in and out of the cell.
14260,6,0,0,"water,oxygen,protein"
14261,6,3,3,The first type of movement is called active transport. In this kind of movement the cell has to use energy to transport substances across the membrane. This type of movement requires energy from the cell. An example of active transport is moving particles from an area of lesser concentration to an area of greater concentration. The next for of transport is facilitated diffusion. In this type of transport the cell does not use energy. An example of facilitated diffusion is moving particles from an area of greater concentration to an area of lesser concentration. The last process is passive transport. This is when the particles move with the concentration gradient and require no energy.
14262,6,2,2,Active transport- diffusion against the concentration gradient.Passive transport- diffusion along the concentration gradient.Diffusion- The random movement of praticles from an area of high concentraion to low concentration.
14263,6,0,0,1. Absorbing nutrients    Cells must absorb nutrients in order to live. 2. Producing offspring    They must also reproduce to not become extinct.3. Adapting to natural habitats    Cells must be able to be comfortable where they lie in order to survive. They must be familiar with it and know how to live in it.
14264,6,1,1,"Osmosis, water is moved through the cell."
14265,6,0,0,Facilitaded diffusion
14267,6,0,0,One is the protein channel and it helps control how much of that substance goes through. Two is the cell membrane which tells the substace where to go and how much of it to go. Three is the mitochondria it also tells how much subtance goes where and how much of it.
14268,6,0,0,1) The movemnets of substances acrosss the cell membrane flow through the blood streams.2)3)
14269,6,0,0,metaphase- slows it down to create the processtelaphase-speeds it up to create the process.
14271,6,1,1,Diffusion- to move substances across a cell membraneOsmosis- The diffusion of water into and out of a cellActive Transport- Transporting substances through a cell
14272,6,1,1,"Osmosis is when water passes through a barrier, which is selectively permeable in the case of a cell. Diffusion is when the cell tries to reach equilibrium by choosing what enters the cell. Homeostasis is when an organism is in equilibrium with the environment."
14273,6,0,0,Osmosis
14274,6,0,0,1. anaphase2. telophase3. interphase4. prophase
14275,6,0,0,"The cell uses three basic processes for movement across the membrane; one is the flagelum, another the cytoplasm and finally the protein in the ribonucleis acid"
14276,6,0,0,1. There is the cell wall that only lets wanted materials pass.2. Then there is the cytoplasm that will capturesomething unwanted and get rid of it.3. Lastly there is the nuclear envelope that also only lets wanted materials get through so it helps protect the cell from harmfull things.
14277,6,0,0,IT WILL HAVE TO GO INTO PHASES REPRODUCE
14278,6,0,0,1.photosynthisis2.resperation3.digestion
14279,6,2,2,1. Osmosis-water through the cell membrane2. Diffusion-molecules passing through a membrane into places of low concentration.3. molecules passing through a membrane into places of high concentration
14280,6,1,1,"Substances that are passing out and going in through the menmbrane are wastes that have to go through phosphate groups. Osmosis, which if water moving to an area of high concentration to and area of low concentration, either makes the cell shrink or swell with water. It could result in dehydration or overhydration. Thing thats are too big to pass through the cells pores are not allowed intrance nor exit. Wastes and food particles move in and out through the cell's membrane."
