Id,EssaySet,Score1,Score2,EssayText
8174,4,1,1,"From the article, invasive species can cause a great impact on the wildlife already residing there. They can kill off endangerad species there and they may multiply quickly like cane toads."
8175,4,1,1,"The significance of the word ""invasive"" to the rest of the article because. The pythons and other animals coming where there not welcomed like in the text it said how they was pulling pythons from under foriest cars."
8176,4,1,2,"In the article, pythons are considered ""invasive reptiles"". It was argued that the term 'invasive species' is unfair"". Rather, some consider the pythons as a great introduction into new environments. However, the pythons can be argued as invasive because they are a big ""threat to biodiversity"". They will eat many animals."
8178,4,1,0,"The word invasive is important to know. This is because it is seen all through the article. An example is when they say these is a trade in nonnative creastures a factor is a rise of invasive species, so you need to understand this word to understand the purpose of the article and what they are saying."
8179,4,1,2,"In the article, the term ""invasive"" species refers to a non-native animal that is introduced to a new habitat, like the pythons in Florida. This invasive species, the article says can couse serious damage to the ecosystem. The author uses the word ""invasive"" specifically to create a negative connotation and to further persuade the reader."
8180,4,0,0,Pythons are everywhere they travel to places to find food and sometimes they are in peoples property. They search for food so they stay in a place far a little while then move on after that.
8181,4,1,0,The significance of the word invasive to the rest of the article shows how these animals can be a negative things. The word invasive gives a negative spin on the new animals and creates a tone eat the rest of the article to the suffering information on why they are negative.
8183,4,2,2,"The word invasive is crutial to understand the article. When a new speices is introduced to an environment that animal is considered invasive. They destroy the ecosystem by either attacking other predators, eating all the food, or destroying the enviroment. The python is an invasive speices to the everglades. They are not natural there and they disrupt natures balance."
8184,4,1,0,"When the author uses the word invasive in the article they are talking about how these reptiles are behaving.For example they talk a lot about pythons , various snakes that are very invasive.They mention several times how pythons are being found all over Florida especially in the Everglades."
8186,4,0,1,To me an invasive species is something dangerous like a python for instance is a lot different than a kitten a koalas bear I think they also say invasive species because they're starting to spread.
8188,4,1,1,"In this article ""invasive"" means to be a threat and exotic. Many people do not think these wild animals would be pets while others believe otherwise. One example, which is about the pythons co-owner of Glades Herp form say, "" to me, it's a wonderful introduction. I think it's the best thing to happen to the Everglades in the last 200 years""."
8189,4,0,0,Invasive means like they are trying to put an animal where it wouldn't survive for example trying to put animals that are used to the warm weather and putting them north where it is cold.
8191,4,1,1,"The word invasive is significant to the article because is used many times in the article. The article is trying to say that the python can invade animals habitats, while another person may look at a snake as a pet."
8193,4,1,1,"The word ""invasive"" in the article is used to describe the python species to the U.S. It means that pythons don't belong here. It is significant to the article because its use to describe pythons is controversial while many think it is appropriate, the article states, macInnes believe it is an unfair judgement."
8194,4,1,1,"The significance of the word ""invasive"" to the article is great. It is because the article is focused around invasive species which are nonnative creatures. The significance to this word is even shown how it's included in the title, ""one man's pet. Another invasive species."
8195,4,0,0,This article is about a species thot was brought over in a hurricane. yet fits the lifestyle of humans. Pythons are generalists which is what humans are. This
8196,4,2,1,"The word invasive to the article means that these reptiles that are not native to south Florida can potientially harm one third of the United States. ""A uses map showed potiential python habitat stretching from California to Delaware"". The guide shows people and other types can be harmful if the python invades the other part of the country."
8197,4,2,2,"Invasive means that the animal species threatens ettler the ecosystem it is introduced into, or the animals that live there. Fir example, the Burmese python is threatening fire endangered species in the filmla keys. This interaction of species goes against that natural environment and causes complications.Invasive species are main threats to animal like specific to one area."
8198,4,1,1,The article is all about how reptiles are spreading to different areas and how they're becoming more dangerous. To the article the word invasive describes how the reptiles are moving to new areas and eating anything to gain control.
8199,4,1,1,"The significance of the word ""Invasive species, unchecked by natural predators are major threats to biodiversity. Life on earth has always moved around, but never so fast. The article it saying that we gotta procted. These animal to stoding them because always changing, we gotta know their environment to give theme better life."
8201,4,0,0,The word ''invasive'' is very significant to the rest of the article because it shows and introduces these species to the world. It shows that ''invasive is passing judgement''. The animals are okay to have in your homes and are safe.
8202,4,1,1,"Invasive is a word meaning intrusive or bothersome. Python seller, RobRoy MacInnes doesn't appreciate the government calling animals like pythons intrusive because he sees no way they can be seen as an annoyance. He challenges the law for having ""invasive"" species as pets by saying they are ""introduced' t pythons aren't an invasion like the law states they are."
8203,4,0,2,The significance of the invasive is describing how the pets come about .The government believes that the invasive animals tool over the new land why MacInnes feels that these new animals were just introduced the the new region the word is used in order to describe the two different view points. One is invasion of the land while the other view part is just introduction is it.
8204,4,1,1,"Invasive is an important word in this article because people, such as biologists, use this word to describe the rising number of species that are dangerous to other species around such as the Burmese python. However other people like Robroy Mac Innes as co-owners of Glades help Florida said in projects the word introduced because invasive he thinks is passing judgement."
8206,4,0,0,The word invasive signifies intrution or being where they are not suppost to be. As stated in paragraph 9 say that invasive can go any where. Species that invasive species are unrecognised by other species do to them not belonging there.
8208,4,0,2,"The way the author used invasive in this article was that they said it meant dangerous. I know this because in the article it said ""Nine monitor lizard, A toothy carnivore that can reach sever feet in length and has found a happy home along the canals of cape coral."" That paragraph says they are better where they are than your home."
8210,4,0,0,"Invasive means like species that live by the river and water, and  amals and the species that get really long and big in feet and inines."
8211,4,1,1,"An invasive species is one that well invades a certain area or species and multiply to completly destroy that area or animal python ate ...exploded "" it went into the everglades ""pythons were seen in multiple location in in everglades""."
8212,4,1,1,"The word invasive is significant to the rest of the article because it is the term used to describe pythons. People think that pythons or an invasive species because they invade other areas of the world, such as Florida. People such as Skip Snow, believe that pythons are a danger to the community in Florida, while MacInnes believes snakes should stay."
8213,4,1,1,"The significance of the word, ""invasive"" to the rest of the article is that it makes you think of how those animals dominate their habitats. In the article, it says, ""invasive species unchecked by natural predators, are major threats to biodiversity"". This means they ""invade"" lands where they shouldn't be, and cause harm in the habitats."
8214,4,1,2,"The term invasive is used in this article to describe the generalist species (pythons) which are being introduced. ""...The government overestimates the threat posed by invasive reptiles. ""(achanbash 1) The word ""invasive"" implies that they were introduced and they later populated which to some, seems invasive."
8215,4,1,0,The significance of invasive is to show how species move out of their environments and are into other environment and have to adapt.
8217,4,1,1,"Even the term ""invasive species"" is unfair because he said ""they're introduced. I think that ""invasive"" is passing judgement. Because invasive species unchecked by natural predators, are major threats to biodiversity."
8218,4,0,0,The significance of the word ''invasive'' means animals that invade a country. I believe that invasive means animals that invade a country because the article basically says that other animals invading a country.
8219,4,1,1,Invasive means that a species is taking over. It's not quite a positive word to be used. The whole article is to put pythons down and include they may take over and cause harm on the U.S by messing withe our ecosystem. This word really sends the biased negative thought.
8220,4,0,0,"When they are called invasive it makes it seem like snakes are not wanted, bad and should die. In just think that its unfair to call something out like that."
8222,4,1,1,"Invasive is ""passing judgement"", said Mac Innes. ""Biologists however, say that invasive species, unchecked by natural predators are threats to biodiversity"". Invasive are like wild animals are producing more of themselves and are proliferating - spreading or multiplying."
8223,4,1,1,"The significance of the word ""invasive"" is that it describes how exotic reptiles are invading our space, and are not welcome in our ecosystem."
8224,4,1,1,"The word ""invasive"" has been au in many references to comment in this article. First, the meaning basically means to invade or be infested with a certain thing. In this case, animals on pg.4, paragraph 5, it states "" The gov, overestimates the threat cosed by invasive reptiles"". It is been as a bad thing however it is states that the invasion is over estimated."
8225,4,0,0,Invasive is another word saying dangerous species and invasive is a good way to describe the python.
8226,4,1,1,"Invasive is putting species where it's never been, and the article is all about introducing species in different parts of the world and how it can affect animals. Such as the snakes brought to Florida threatening 5 endangered species or how much pythons could spread if brought into the U.S."
8227,4,1,1,The significance of the word ''invasive'' is that its dominant. In the passage it states ''invasive species unchecked by natural predators are major threats to biodiversity.''
8228,4,1,1,"The article uses ""invasive"" to emphasize how the lives of certain creatures can effect a human's standard of living in safety as well as other animals. Pythons are ""invasive"" because they eat most animals it's size , and because they pose a threat to humans by appearing in cars, homes, backyards, etc."
8230,4,0,1,The significance of the word invasive means dangerous. The article was telling us that many species and reptiles are invasive species.
8231,4,0,0,The significance of the word invasive is to describe the animal and its behavior.
8233,4,1,1,"The significance of the word ""invasive"", invasive species unchecked by natural predators and threats to different biodiversity.  And how fast animals spreads and move place to place."
8234,4,0,0,The word invasive is significant to the rest of the article because they are talking about invasive animals and how people's pets turn into invasive animals.
8235,4,1,1,Invasive quite literally means something that does not belong but intrudes and stays anyway. This applies to the rest of the article because it is stating that they are endangering society and taking over Florida.
8236,4,1,0,"The significance of the word ""invasive"" in this story is that some people think it's unfair and they should call it an introduction. It shows different opinions on what people like. Which species they like."
8237,4,0,1,I think that the word invasive means they're immigrants because they're foreign species that are making eating natives killing off the native species feeding on endangered species.
8238,4,1,1,"The word ""Invasive"" is used in the article about the Burmese python. Invasive means to take up space. ""such as the Burmese python which is breeding up a storm in the everglades"" (page 4). Soon they will be spreading all over the U.S."
8239,4,1,0,"The word ""Invasive"" means that animals who are not so popular are breeding and becoming popular along the cope corals."
8240,4,2,1,The word invasive in this article speaks of animals that are not native to the U.S.A or other countries. They are brought over and sold as pets by people like RobRoy. Then the pet owners don't want the animal anymore and let it go. Then this animal invades the native habitat of other creature and they have to cope with a new threat.
8241,4,1,1,"The word ""invasive"" implies that the pythons do not belong and are doing something wrong. MacInnes, however, believes that they are merely ""introduced"" and that ""the term ""invasive species is unfair."" The pythons are being called invasive because they have recently appeared in an area that is new and uncustomary."
8242,4,1,1,"The word ""invasive"" in this article is used often in paragraph 9, Biologist are referenced as saying that ""invasive species... are major threats to biodiversity."" They are referring to pythons there-saying they are dangerous. The Biologists are stereotyping pythons as ""invasive"" and saying they are not good for the environment."
8243,4,1,1,The significance of the word invasive throughout the story is that different species are booming and spreading in America. Invasive is the symbol of this article because through the short story the author talks about un-native species spreading around America.
8244,4,1,1,Invasive animals are known to be a threat to the other habitats. Those types of animals are unchecked by natural predators.
8246,4,0,0,"Invasive means its growing more popular, more people are getting pythons or reptiles for pest."
8248,4,1,1,"The word invasive in this article refers to the species of animals living in an area  that they shouldn't be due to human intervention either by bringing them here physically, or destroying their homes so they have nowhere else to go except where they are generally unwanted."
8249,4,1,1,The significance to the word invasive is that there talking about invasive species. It's like the species that should be there and are invading on our American soil from other places around the world.
8250,4,0,0,"The author uses the word ""invasive"" somuch to just prove to the reader that these animals really are dangerous and should not be allowed as pets. The connvictation with theword invasive its very negative which is how the author would like it to feel."
8251,4,1,1,"The word ""invasive"" is meaning that animals can't get used to living in totally different climates easily. An example is, ""Biologists however, say that invasive species, unchecked by natural predators are major threats to biodiversity"" (4)."
8252,4,0,0,The word invasive means that something is dangerous of some nature. The article said that invasive is passing judgement. This shows that people shouldnt categorize certain species as invasive.
8253,4,0,0,The say felt like the word invaise was a very harsh word and that they would be introduced species.
8254,4,1,1,Invasive is different to this article because of its meaning and because of the topic of this article which is about species particulary the snake which is invasive in a way were it can easily adapt to certain situations.
8255,4,1,1,Invasive species are species  of animals that are growing large and are different breeds. Biologist say that invasive species unchecked by natural predators are major threat to biodiversity.
8256,4,1,1,"The word invasive is significant to the article because generalist species, like the pythons are spreading around and invading on human life. The article states, "" helped drag hundreds of Burmese Pythons out of the weeds, off roadways and even from under the hood of a tourist's car ! (9)"
8257,4,2,2,"The word ""invasive"" is used to show how animals such as pythons were unintentionally brought into an environment. These animals are usually thought of as harmful to the environment it lives in. This pertains to the article because one point of view considers the python invasive. According to some, these ""invasive"" animals ""are imperiling five endangered species in the Florida keys"". Those who support this statement would consider the python invasive."
8258,4,1,1,"Invasive implies that these animals are just brought to urban areas from their natural habitat, and they do not belong in homes. The article focuses on the possible threats of these animals, and their struggles to adapt to human surroundings even though."
8259,4,1,2,"The word ""invasive"" is important in this article, because the article talks of the impact ""invasive"" species have on the enviorment. The article talks about what makes a species invasive, a generalist vs. a specialist, and how invasive species affect & might affect the U.S."
8260,4,1,1,"The word inasive is significant to the rest of the article because their are inasive species all around the world. The article says that the Bermuse python is an inasive species wich is breeding alot in the Everglades. Also the article states ""MacInnes contenos that the government eye estimates posed by masive reptiles."
8262,4,1,1,"The word ""invasive"" is significant to the rest of the article. The article shows how invasive species can be bad when it says ""are major threats to biodiversity."" Here, the word invasive applies and is significant because it proves a point. It shows the seriousness that the article is trying convay. It is also significant to show that the species were not originally there, like when the article talks about how the snakes got to the Everglades after Hurricane Andrew."
8263,4,0,0,The significance of this word invasive is that it is throughout the whole story. Such as them to using bout pythons being invasive creatures.
8264,4,0,0,"The significance of the word ""invasive "" to the rest of the article. The word invasive means species or supspecies also bold for example when it mentions."
8268,4,1,0,"The word ""invasive"" to me means like invading, to take over. Lots of people think that these erotic animals from all over the world, would be ""invasive"" and escape there place were they live at and continuing a new life that would endanger people lives also."
8270,4,0,1,"""Invasive"" species it means like Burmese phython, Nile monitor lizard a toothy carnivore that can reach 7 feet in length and has found a happy home along canals of Cape Coral. Four species of pythons and the green anaconda, it means dangerous animals, so invasive its basically like a judgement."
8271,4,1,1,"The significance of the word ""invasive"" is like saying taking over. In the article, it says the term ""invasive species"" is unfair, he said, ""They're introduced."" In other words invasive is passing judgement is like there introduced to places there not wanted."
8272,4,0,0,Invasive could be meaning that the pythons could be dangerous. When the article explains that they arnt.
8274,4,1,1,"These species that have migrated to the U.S are considered ""invasive"" because they are now native to our country. Their species have adapted to our environments although they have not lived in our country before."
